category,num_columns,columns,file_size_mb,last_updated,description
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",772.1731493540038,2024-06-26 10:41:24.170954,"Tech research in quantum computing, conducted 320 experiments with 40.06% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",867.4487980666757,2024-03-14 10:41:24.178953,"Ecological study in forest environment, observing 878 species, temperature range: 15°C to 42°C"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",627.1340889431038,2024-06-05 10:41:24.148954,"Educational dataset with 332 students, average score of 77.53, covering history, history, history, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",132.99290246603502,2024-08-22 10:41:24.143954,"Tech research in renewable energy, conducted 164 experiments with 76.57% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",827.0907344938402,2024-02-28 10:41:24.172951,"Tech research in robotics, conducted 688 experiments with 13.52% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",959.9473203313312,2024-08-07 10:41:24.187955,"Educational dataset with 313 students, average score of 86.53, covering science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",398.47188078979684,2023-10-19 10:41:24.163952,"Tech research in renewable energy, conducted 904 experiments with 87.94% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",289.4962870873222,2023-10-26 10:41:24.188954,"Medical study with 2761 patients, 72.26% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",944.6599875285735,2024-06-11 10:41:24.173954,"Medical study with 3985 patients, 55.87% efficacy rate, testing painkiller"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",450.84298317942506,2023-10-18 10:41:24.150953,"Medical study with 1426 patients, 84.78% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",246.97818386628666,2024-07-15 10:41:24.169954,"Medical study with 3568 patients, 82.43% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",173.97160409118206,2024-05-02 10:41:24.141954,"Educational dataset with 283 students, average score of 75.90, covering science"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",847.9214123641073,2024-01-24 10:41:24.170954,"Medical study with 593 patients, 58.61% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",933.1537971826396,2024-06-10 10:41:24.163952,"Medical study with 4940 patients, 66.18% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",452.2274954805997,2024-05-22 10:41:24.174954,"Medical study with 591 patients, 70.69% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",147.61898352037994,2024-02-06 10:41:24.142954,"Educational dataset with 897 students, average score of 65.90, covering literature, literature"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",59.74032543189274,2024-04-01 10:41:24.146953,"Medical study with 2031 patients, 51.27% efficacy rate, testing vaccine"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",287.21371448768156,2023-10-05 10:41:24.186952,"Ecological study in ocean environment, observing 310 species, temperature range: -19°C to 3°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",960.2017591369613,2023-11-05 10:41:24.170954,"Tech research in AI, conducted 42 experiments with 13.17% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",202.13786537294212,2023-10-29 10:41:24.142954,"Tech research in quantum computing, conducted 824 experiments with 82.98% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",916.241983618306,2024-07-05 10:41:24.146953,"Medical study with 2939 patients, 88.67% efficacy rate, testing antibiotic"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",462.4204865375053,2024-04-26 10:41:24.152954,"Educational dataset with 266 students, average score of 75.62, covering math, literature, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",530.3103283893206,2024-09-23 10:41:24.144954,"Medical study with 2925 patients, 80.54% efficacy rate, testing vaccine"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",607.3928078023978,2023-11-14 10:41:24.149951,"Medical study with 386 patients, 86.70% efficacy rate, testing antibiotic"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",802.8872528750283,2023-10-12 10:41:24.161954,"Medical study with 2468 patients, 70.61% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",539.8385493345799,2024-09-25 10:41:24.139954,"Educational dataset with 307 students, average score of 88.26, covering history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",206.61306208276022,2024-08-18 10:41:24.171954,"Educational dataset with 754 students, average score of 89.24, covering history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",742.9915059148248,2023-12-07 10:41:24.151953,"Medical study with 3768 patients, 57.11% efficacy rate, testing painkiller"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",288.9211526366447,2024-03-31 10:41:24.156954,"Educational dataset with 847 students, average score of 69.63, covering history, math, math, science"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",940.1791767746957,2024-08-31 10:41:24.166953,"Tech research in quantum computing, conducted 372 experiments with 30.42% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",207.72845625901948,2023-12-01 10:41:24.160954,"Educational dataset with 61 students, average score of 79.42, covering math, history, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",909.8989334580957,2024-09-25 10:41:24.173954,"Ecological study in ocean environment, observing 996 species, temperature range: 33°C to 21°C"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",538.8825251850581,2024-03-03 10:41:24.184953,"Tech research in AI, conducted 618 experiments with 34.54% success rate"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",655.1198879591627,2024-07-24 10:41:24.159954,"Ecological study in ocean environment, observing 509 species, temperature range: -6°C to 21°C"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",472.2909278364919,2024-09-16 10:41:24.163952,"Medical study with 1600 patients, 91.10% efficacy rate, testing painkiller"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",900.9308811390727,2024-07-04 10:41:24.142954,"Tech research in renewable energy, conducted 683 experiments with 41.76% success rate"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",552.1326105402096,2024-08-02 10:41:24.160954,"Tech research in quantum computing, conducted 333 experiments with 24.30% success rate"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",675.195795756069,2024-08-10 10:41:24.146953,"Educational dataset with 394 students, average score of 90.53, covering math, history, science"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",986.6607599858366,2024-04-01 10:41:24.169954,"Educational dataset with 515 students, average score of 67.94, covering history, science, math"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",451.77863006042287,2024-03-22 10:41:24.166953,"Educational dataset with 119 students, average score of 68.59, covering history, math, history, literature"
Science and Technology,9,"id, date, value, experiment_id, voltage, current, resistance, frequency, wavelength",768.0696551087606,2024-03-01 10:41:24.144954,"Tech research in quantum computing, conducted 443 experiments with 75.40% success rate"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",72.29180077259753,2024-04-06 10:41:24.156954,"Medical study with 4985 patients, 83.86% efficacy rate, testing antiviral"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",834.2783027993402,2024-01-09 10:41:24.164955,"Educational dataset with 784 students, average score of 77.50, covering history, history"
Drugs and Medicine,9,"id, date, value, patient_id, drug_name, dosage, side_effects, efficacy, treatment_duration",375.3749378902729,2023-10-26 10:41:24.137954,"Medical study with 323 patients, 50.06% efficacy rate, testing vaccine"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",675.4838360575827,2024-06-26 10:41:24.137954,"Educational dataset with 306 students, average score of 82.60, covering history, history"
Education,9,"id, date, value, student_id, grade, subject, score, attendance, teacher_id",253.43797753764474,2024-03-05 10:41:24.188954,"Educational dataset with 394 students, average score of 60.72, covering literature, math"
Earth and Nature,9,"id, date, value, latitude, longitude, temperature, humidity, species, habitat_type",177.5865427511242,2024-04-13 10:41:24.157954,"Ecological study in mountain environment, observing 960 species, temperature range: -20°C to 25°C"
